news_id,title,text,source,url,canonical_url,published_at,country,language,label,label_source,verification_url,verification_reason,content_hash,semantic_cluster_id,syndication_group_id,dataset_version,data_origin,url_status,verification_status,headline_normalized,summary,topic,word_count,char_count,reading_time_sec,keywords
BO-F-0011,Video de un taparaku en el Palacio de Gobierno fue creado con IA,Video de un taparaku en el Palacio de Gobierno fue creado con IA. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/3/,https://boliviaverifica.bo/category/falso/page/3/,2026-05-19,Bolivia,es,FAKE,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/3/,La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,b415198c542bfb9c69faef95244109eb6a2580fd24d88728afc343fa342e3c46,BV-F-0011,SG-F-0011,v1.0,verified,unresolved,resolved,video de un taparaku en el palacio de gobierno fue creado con ia,Video de un taparaku en el Palacio de Gobierno fue creado con IA. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,tecnologia,38,220,11,Video;taparaku;Palacio;Gobierno;fue;creado;tecnologia;Bolivia Verifica
BO-F-0012,Es falso que José Luis Lupo dijo que renunciará si se masifican los bloqueos,Es falso que José Luis Lupo dijo que renunciará si se masifican los bloqueos. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/3/,https://boliviaverifica.bo/category/falso/page/3/,2026-05-19,Bolivia,es,FAKE,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/3/,La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,4459d602d09bf0ea73d2887ef89dacb42e9d1b1206a4bcb4be7418d2adee7bb5,BV-F-0012,SG-F-0012,v1.0,verified,unresolved,resolved,es falso que jose luis lupo dijo que renunciara si se masifican los bloqueos,Es falso que José Luis Lupo dijo que renunciará si se masifican los bloqueos. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,tecnologia,39,232,12,José;Luis;Lupo;dijo;renunciará;masifican;bloqueos;tecnologia
BO-F-0013,Falso: Stello Cochamanidis no pidió la renuncia de Rodrigo Paz,Falso: Stello Cochamanidis no pidió la renuncia de Rodrigo Paz. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/3/,https://boliviaverifica.bo/category/falso/page/3/,2026-05-19,Bolivia,es,FAKE,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/3/,La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,5023d520ab414ae5f90731251cc90eca5334e2279c8e65e8dc7e19bb85d9749e,BV-F-0013,SG-F-0013,v1.0,verified,unresolved,resolved,falso stello cochamanidis no pidio la renuncia de rodrigo paz,Falso: Stello Cochamanidis no pidió la renuncia de Rodrigo Paz. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,tecnologia,35,218,10,Stello;Cochamanidis;pidió;renuncia;Rodrigo;Paz;tecnologia;Bolivia Verifica
BO-F-0014,Audio de diálogo filtrado entre Evo Morales y Edmand Lara fue creado por IA,Audio de diálogo filtrado entre Evo Morales y Edmand Lara fue creado por IA. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/3/,https://boliviaverifica.bo/category/falso/page/3/,2026-05-18,Bolivia,es,FAKE,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/3/,La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,21d5da2416639f8b6b4a463403863eb766601414c0ee930a6bfbac2816ec02c7,BV-F-0014,SG-F-0014,v1.0,verified,unresolved,resolved,audio de dialogo filtrado entre evo morales y edmand lara fue creado por ia,Audio de diálogo filtrado entre Evo Morales y Edmand Lara fue creado por IA. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,tecnologia,39,231,12,Audio;diálogo;filtrado;entre;Evo;Morales;Edmand;Lara
BO-F-0015,Desinformación: Rubén Callisaya no murió en los conflictos recientes,Desinformación: Rubén Callisaya no murió en los conflictos recientes. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/3/,https://boliviaverifica.bo/category/falso/page/3/,2026-05-18,Bolivia,es,FAKE,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/3/,La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,9270242fb1656de620217b465d052862982cfee2caf6c8a74317618ebdf1ec9e,BV-F-0015,SG-F-0015,v1.0,verified,unresolved,resolved,desinformacion ruben callisaya no murio en los conflictos recientes,Desinformación: Rubén Callisaya no murió en los conflictos recientes. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,tecnologia,34,224,10,Desinformación;Rubén;Callisaya;murió;conflictos;recientes;tecnologia;Bolivia Verifica
BO-F-0016,Falso: El comandante de la Policía no pidió la renuncia del presidente Rodrigo Paz,Falso: El comandante de la Policía no pidió la renuncia del presidente Rodrigo Paz. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/3/,https://boliviaverifica.bo/category/falso/page/3/,2026-05-18,Bolivia,es,FAKE,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/3/,La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,b564699dbde24616f3934b508e5e4929c191af9b33e08af781287b93c7ff05d3,BV-F-0016,SG-F-0016,v1.0,verified,unresolved,resolved,falso el comandante de la policia no pidio la renuncia del presidente rodrigo paz,Falso: El comandante de la Policía no pidió la renuncia del presidente Rodrigo Paz. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,tecnologia,39,238,12,comandante;Policía;pidió;renuncia;presidente;Rodrigo;Paz;tecnologia
BO-F-0017,"Gobierno no otorgó combustible subvencionado, explosivos “ilimitados” y un “perdonazo” a cooperativistas mineros","Gobierno no otorgó combustible subvencionado, explosivos “ilimitados” y un “perdonazo” a cooperativistas mineros. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.",Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/3/,https://boliviaverifica.bo/category/falso/page/3/,2026-05-17,Bolivia,es,FAKE,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/3/,La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,41e6b474982237729f0560d41408a39d47a6bbe7dd98cf7eb2ecde700ba92384,BV-F-0017,SG-F-0017,v1.0,verified,unresolved,resolved,gobierno no otorgo combustible subvencionado explosivos ilimitados y un perdonazo a cooperativistas mineros,"Gobierno no otorgó combustible subvencionado, explosivos “ilimitados” y un “perdonazo” a cooperativistas mineros. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado...",tecnologia,38,268,11,Gobierno;otorgó;combustible;subvencionado;explosivos;ilimitados;perdonazo;cooperativistas
BO-F-0018,Es falso el comunicado atribuido al Comité pro Santa Cruz que llama a usar “fuerza bruta” frente a protestas,Es falso el comunicado atribuido al Comité pro Santa Cruz que llama a usar “fuerza bruta” frente a protestas. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/3/,https://boliviaverifica.bo/category/falso/page/3/,2026-05-17,Bolivia,es,FAKE,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/3/,La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,373ec3551cf8e7f359342a6d510d317ae51f5222d3c7e048fb8c1a5ec459fb47,BV-F-0018,SG-F-0018,v1.0,verified,unresolved,resolved,es falso el comunicado atribuido al comite pro santa cruz que llama a usar fuerza bruta frente a protestas,Es falso el comunicado atribuido al Comité pro Santa Cruz que llama a usar “fuerza bruta” frente a protestas. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que...,tecnologia,44,264,13,comunicado;atribuido;Comité;pro;Santa;Cruz;llama;usar
BO-F-0019,Presidente Paz no se tomó una foto con la camiseta de la selección española,Presidente Paz no se tomó una foto con la camiseta de la selección española. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/4/,https://boliviaverifica.bo/category/falso/page/4/,2026-07-17,Bolivia,es,FAKE,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/4/,La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,b65316e26432108a9295ed0f9baf0386391bcbaa25be7eaedfd130e6cbcc1d4d,BV-F-0019,SG-F-0019,v1.0,verified,unresolved,resolved,presidente paz no se tomo una foto con la camiseta de la seleccion espanola,Presidente Paz no se tomó una foto con la camiseta de la selección española. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,deportes,39,231,12,Presidente;Paz;tomó;foto;camiseta;selección;española;deportes
BO-F-0020,Imagen creada con IA: no nevó en Oruro mientras los choferes hacían fila,Imagen creada con IA: no nevó en Oruro mientras los choferes hacían fila. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/4/,https://boliviaverifica.bo/category/falso/page/4/,2026-07-17,Bolivia,es,FAKE,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/4/,La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,ede46bc641156907df63da738b2380787c0e128c69af63e515bf01ff85cbae65,BV-F-0020,SG-F-0020,v1.0,verified,unresolved,resolved,imagen creada con ia no nevo en oruro mientras los choferes hacian fila,Imagen creada con IA: no nevó en Oruro mientras los choferes hacían fila. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,tecnologia,38,228,11,Imagen;creada;nevó;Oruro;mientras;choferes;hacían;fila
BO-F-0021,Estos vehículos no están esperando su legalización en Bolivia,Estos vehículos no están esperando su legalización en Bolivia. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/4/,https://boliviaverifica.bo/category/falso/page/4/,2026-07-15,Bolivia,es,FAKE,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/4/,La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,41ef7f7654954fe50cc0a47a453b579aa8ad3a0a9f0620a5e1fda73e97f54271,BV-F-0021,SG-F-0021,v1.0,verified,unresolved,resolved,estos vehiculos no estan esperando su legalizacion en bolivia,Estos vehículos no están esperando su legalización en Bolivia. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,tecnologia,34,217,10,Estos;vehículos;están;esperando;legalización;tecnologia;Bolivia Verifica
BO-F-0022,Cerimedo no fue declarado como prófugo ni se encontró dinero en su domicilio,Cerimedo no fue declarado como prófugo ni se encontró dinero en su domicilio. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/4/,https://boliviaverifica.bo/category/falso/page/4/,2026-07-14,Bolivia,es,FAKE,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/4/,La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,1d0dd638b71a36f5fa6179b5744ead84a753ef2851c5d3d83931a034d9508e6c,BV-F-0022,SG-F-0022,v1.0,verified,unresolved,resolved,cerimedo no fue declarado como profugo ni se encontro dinero en su domicilio,Cerimedo no fue declarado como prófugo ni se encontró dinero en su domicilio. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,tecnologia,38,232,11,Cerimedo;fue;declarado;prófugo;encontró;dinero;domicilio;tecnologia
BO-F-0023,¡Es IA! Este tributo a Cristiano Ronaldo no ocurrió en realidad,¡Es IA! Este tributo a Cristiano Ronaldo no ocurrió en realidad. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/4/,https://boliviaverifica.bo/category/falso/page/4/,2026-07-12,Bolivia,es,FAKE,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/4/,La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,09ebf6d71d1a7ca956685cd6ef9838115fcbf8139e4acce050fdbf75a116b776,BV-F-0023,SG-F-0023,v1.0,verified,unresolved,resolved,es ia este tributo a cristiano ronaldo no ocurrio en realidad,¡Es IA! Este tributo a Cristiano Ronaldo no ocurrió en realidad. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,deportes,36,219,11,tributo;Cristiano;Ronaldo;ocurrió;realidad;deportes;Bolivia Verifica
BO-F-0024,"No, el ministro de la Presidencia Jose Luís Lupo no presentó su carta de renuncia","No, el ministro de la Presidencia Jose Luís Lupo no presentó su carta de renuncia. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.",Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/4/,https://boliviaverifica.bo/category/falso/page/4/,2026-07-10,Bolivia,es,FAKE,Bolivia Verifica,https://boliviaverifica.bo/category/falso/page/4/,La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.,7c5726338340985c7fcd6897069197e3bbdd0dd9ca8f0d3d93997b09baa73bb6,BV-F-0024,SG-F-0024,v1.0,verified,unresolved,resolved,no el ministro de la presidencia jose luis lupo no presento su carta de renuncia,"No, el ministro de la Presidencia Jose Luís Lupo no presentó su carta de renuncia. La publicación está incluida en la sección Falso de Bolivia Verifica; la URL conservada corresponde al índice recuperado que muestra el título y la fecha.",tecnologia,40,237,12,ministro;Presidencia;Jose;Luís;Lupo;presentó;carta;renuncia
